naslov,avtor,dolzina,zvrst,o_pisatelju
Skrivnosti na poti,Tomas Transtroemer,379,poezija,"Tomas Transtr&ouml;mer (1931 -; 2015, Stockholm) je najbolj prevajan in cenjen &scaron;vedski pesnik svoje generacije. Njegova poezija je prevedena v več kot 60 jezikov, tudi v sloven&scaron;čino. Leta 1990 je prejel mednarodno literarno nagrado Neustadt in leta 2001 Nobelovo nagrado za književnost."
"Otok, mesto in drugi",Lucija Stupica,81,poezija,"Lucija Stupica (1971, Celje) je pesnica in arhitekta. Od leta 1997 objavlja pesmi v literarnih revijah <em>Literatura </em>in <em>Sodobnost</em>. Posamezne pesmi iz njenega pesni&scaron;kega prvenca <em>Čelo na soncu</em> so prevedene v nekatere tuje jezike. Nastopila je na pesni&scaron;kih festivalih na Poljskem in v Kolumbiji."
Kdaj,Tomaž Šalamun,1020,poezija,"Tomaž &Scaron;alamun (1941-;2014) je leta 1966 izdal kultno pesni&scaron;ko zbirko Poker, mejnik v slovenski poeziji, nekateri pa ga imajo tudi za enega temeljnih stebrov slovenskega modernizma, saj je s svojimi deli opustil tradicijo socialnega realizma, simbolizma in eksistencializma. V &scaron;estdesetih letih je sodeloval pri vseh pomembnej&scaron;ih avantgardnih projektih, povezan pa je bil tudi z legendarno skupino OHO. Leta 1969 se je zaposlil kot pripravnik v Moderni galeriji Ljubljana, leta 1971 pa kot asistent za umetnostno zgodovino na Akademiji za likovno umetnost v Ljubljani. Za svoje delo je prejel nagrado Pre&scaron;ernovega sklada (1973), Jenkovo nagrado (1988)&nbsp;in leta 1999 veliko Pre&scaron;ernovo nagrado.&nbsp;"
Ura milosti,Jehuda Amihaj,152,poezija,"Jehuda Amihaj (1924,&nbsp;W&uuml;rzburg, Nemčija - 2000, Izrael) Je avtor &scaron;tevilnih pesmi in za svoja dela&nbsp;je prejel veliko nagrad."
"Pomlad, ki diši po Nikaragvi",Ernesto Cardenal,164,poezija,"Ernesto Cardenal (1925, Granada, Nikaragva) je duhovnik, pesnik in politik. Med leti 1979 in 1987 je bil v Nikaragvi minister za kulturo. Cardenal je odličen poznavalec starih indijanskih civilizacij in njihovega družbenega sistema, kar odseva tudi njegov pesni&scaron;ki opus."
Obredi slovesa,Boris A. Novak,117,poezija,"Boris A. Novak (1953, Beograd) je pesnik, dramatik, esejist, prevajalec, literarni kritik in profesor na Filozofski fakulteti v Ljubljani. Velja za enega pomembnej&scaron;ih slovenskih mladinskih pisateljev. Za svoja dela je prejel &scaron;tevilne nagrade, med njimi nagrado Pre&scaron;ernovega sklada ter Jenkovo, Župančičevo in Veronikino nagrado."
Primož Trubar zapušča Ljubljano,,113,poezija,
"Sveta poroka, epska pesnitev po staroslovanskem mitu",Vlado Žabot,230,poezija,"<strong>Vlado Žabot</strong><strong> </strong>(1958) je slovenski pisatelj, novinar in urednik, ki je bil med letoma 1985 in 1986 zaposlen kot glavni urednik založbe Aleph, leta 1987 je nastopil službo novinarja v kulturni redakciji časopisa <em>Delo</em>, danes pa dela kot publicist in samostojni književnik. Med letoma 2003 in 2007 je bil predsednik Dru&scaron;tva slovenskih pisateljev. Za delo <em>Pastorala </em>je prejel nagrado Pre&scaron;ernovega sklada, za roman <em>Volčje noči </em>pa nagrado kresnik. Bil je pobudnik uveljavitve slovenskega knjižničnega nadomestila in ustanovitve Javne agencije za knjigo Republike Slovenije."
Kjer se morje ustavi,Yang Lian,312,poezija,"Yang Lian (1955, Bern, &Scaron;vica) je pesnik. Ustvarjal je v legendarni &raquo;s<em>kupini meglenih pesnikov</em>&laquo;, ki je delovala v Pekingu. Yang Lian je izdal enajst pesni&scaron;kih zbirk, dve knjigi proze in eno zbirko esejev, njegova dela so danes prevedena v več kot petindvajset jezikov. Za svoja dela je prejel &scaron;tevilne literarne nagrade, leta 2012 tudi mednarodno literarno nagrado nonino."
Knjiga teles,Aleš Šteger,170,poezija,"Ale&scaron; &Scaron;teger (1973) je pesnik, pisatelj, urednik in pobudnik &scaron;tevilnih knjižnih in kulturnih pobud. Z več kot &scaron;estdeset prevedenimi izvirnimi knjigami v več kot dvajset jezikov in &scaron;tevilnimi uvrstitvami v mednarodne antologije je eden mednarodno najbolj prepoznavnih slovenskih avtorjev. Objavlja v mednarodno uglednih časopisih in revijah, kot so The New Yorker, Boston Review, Neue Z&uuml;rcher Zeitung, Lettre International. Njegovo ustvarjanje pogosto sega prek literarnih mej k drugim umetnostim, npr. slikarstvu, arhitekturi, glasbi, scenaristiki; tudi Na kraju zapisano je nastajalo na preseku različnih umetni&scaron;kih in družbenih praks. Je prejemnik slovenskih in mednarodnih nagrad, med njimi prestižne nagrade Horsta Bieneka (2016), ki jo za pesni&scaron;ki opus podeljuje Bavarska akademija lepih umetnosti,&nbsp;leta 2017 je postal redni član Nem&scaron;ke akademije za jezik in pesni&scaron;tvo, leta 2021 pa je prejel Pretnarjevo nagrado festivala Lirikonfest in nagrado Alfreda Kolleritscha mesta Gradec.&nbsp;"
Prodiranja,Anunciada Fernandez De Cordova,269,poezija,"Anunciada Fern&aacute;ndez De C&oacute;rdova (1958, Madrid, &Scaron;panija) je pesnica in je bila pred leti &scaron;panska veleposlanica v Sloveniji. Izdala je več knjig, poezijo in članke pa objavlja tudi v različnih literarnih publikacijah. Je prejemnica več nagrad. Organizatorka kulturnih dogodkov, literarnih večerov, večkratna udeleženka literarnih delavnic ter branj, soustanoviteljica kulturne platforme in umetni&scaron;ke galerije <em>Vacio</em> <em>9</em> v Madridu. Je prejemnica več nagrad."
Stičišče DPV 14,Tomas Venclova,161,poezija,"Tomas Venclova, (1937, Klajpeda, Litva) je pesnik, esejist, prevajalec, publicist, literarni zgodovinar in doktor znanosti. Izdal je več kot 20 knjig, od tega sedem pesni&scaron;kih zbirk, njegova poezija je prevedena v več kot 20 jezikov. Leta 1990 je prejel mednarodno nagrado Vilenica, leta 2000 litovsko državno nagrado za kulturo in umetnost, leta 2005 pa nagrado <em>Jotvingov </em>za pesni&scaron;ko zbirko <em>Stiči&scaron;če (Sankirta).</em>"
Gorski venec,,292,poezija,
Slovenia: Wander to a Wonder,Miha Pintarič,106,poezija,"Miha Pintarič (1963)&nbsp;je prevajalec, pesnik in esejist. Leta 1993 je doktoriral iz francoske srednjeve&scaron;ke in renesančne književnosti. Osrednje področje njegovega raziskovalnega zanimanja so trubadurji in problem časa v srednjeve&scaron;ki in renesančni književnosti, prav tako se ukvarja s stilistiko in ironijo v francoski srednjeve&scaron;ki književnosti. Je avtor kakih dvajsetih knjig znanstvene, strokovne in literarne narave. Za svojo zbirko esejev <em>Dvojni presledek </em>je leta 2016 prejel Rožančevo nagrado za najbolj&scaron;o izvirno esejistično knjigo."
Vprašanja o poti,Peter Semolič,84,poezija,"Peter Semolič (1967, Ljubljana) je pesnik, prevajalec in avtor radijskih iger. Izbor njegovih pesmi je bil leta 2004 preveden za Sarajevske zveske, leta 1997 pa je bil eden od avtorjev slovensko-francoske knjige <em>&Scaron;tirje slovenski pesniki</em>, skupaj z Danetom Zajcem, Nikom Grafenauerjem in Vero Pejović. Njegova poezija je prevedena v več tujih jezikov. Prejel je več nagrad, med njimi Jenkovo nagrado, nagrado Vilenica in nagrado Pre&scaron;ernovega sklada."
Uho,Jan Krmelj,140,poezija,"Jan Krmelj (1995) je gledali&scaron;ki režiser, pesnik in avdiovizualni ustvarjalec. Izdal je zbirko poezije <em>Relikvije dihanja</em> (Litera, 2014), ki je bila nominirana za Jenkovo in Veronikino nagrado. Režiral in vizualno zasnoval je predstave <em>Žabe</em> (MGL, 2022), <em>Izredne razmere</em> (MGL, 2021), <em>Pož</em><em>igalci</em> (SNG Drama Ljubljana, 2021), <em>Proslava</em> (SNG Maribor, 2020), <em>Življenje drugih</em> (SNG Drama Ljubljana, 2020), <em>Žalostinke</em> (MGL, 2020), <em>Antifone</em> (osmo/za, 2019), <em>Za praznino: jok kamere </em>(Flota, 2019), <em>Utopia: Arheologija raja</em> (SNG Drama Ljubljana, 2016) in druge. Pripravlja multimedijski projekt <em>Država</em> ter uprizoritvi <em>Razpoka</em> (Rrose S&eacute;lavy, MGL, oktober 2023) in <em>Ubesedovanje</em> (Pier Paolo Pasolini, SNG Nova Gorica, januar 2024)."
Ki zmeraj lepše siješ,,162,poezija,
"Diham, da ne zaide zrak",Niko Grafenauer,569,poezija,"Niko Grafenauer (1940) je vsestranski ustvarjalec za odrasle in otroke, pesnik, prevajalec, esejist, akademik in družbeni kritik. Za svoje pesni&scaron;ko ustvarjanje je prejel več nagrad; dve Jenkovi, tri Levstikove, Kajuhovo, Sovretovo, Pre&scaron;ernovo in Zlatnik poezije."
Pesem o belih jabolkih,Valžina Mort,220,poezija,"Valžina Mort (1981) je v Belorusiji rojena pesnica in prevajalka, ki že skoraj dvajset let živi v ZDA. Pi&scaron;e in objavlja tako v svojem maternem kot angle&scaron;kem jeziku, v katerem so iz&scaron;le tri odmevne pesni&scaron;ke zbirke: Tovarna solz (2008), Zbrano telo (2011) in Glasba za mrtve in vstale od mrtvih (2020). Slednja je bila po izboru časnika New York Times imenovana za najbolj&scaron;o pesni&scaron;ko zbirko leta. Pesnica je prejemnica &scaron;tevilnih mednarodnih nagrad, mdr. kristala vilenice, Griffinove nagrade za poezijo ter Rilkejeve nagrade. Valžina Mort poučuje na Univerzi Cornell v zvezni državi New York."
V tem mrazu,Svetlana Makarovič,102,poezija,"Svetlana Makarovič (1939, Maribor) je začela svojo kariero kot poklicna gledali&scaron;ka igralka. Danes je pisateljica, pesnica in ena najbolj prepoznavnih slovenskih avtoric. Objavila je več pesni&scaron;kih zbirk in pustila pomemben pečat na področju literarnega ustvarjanja za mlaj&scaron;e generacije. Za svoje delo je prejela &scaron;tevilne nagrade, med njimi nagrado Pre&scaron;ernovega sklada in veliko Pre&scaron;ernovo nagrado."
Napol dokončana nebesa,Tomas Transtroemer,188,poezija,"Tomas Transtr&ouml;mer (1931 -; 2015, Stockholm) je najbolj prevajan in cenjen &scaron;vedski pesnik svoje generacije. Njegova poezija je prevedena v več kot 60 jezikov, tudi v sloven&scaron;čino. Leta 1990 je prejel mednarodno literarno nagrado Neustadt in leta 2001 Nobelovo nagrado za književnost."
Certamen spirituale,Gorazd Kocijančič,109,poezija,"Gorazd Kocijančič (1964) je filozof, pesnik, urednik in prevajalec iz 10 jezikov, med drugimi iz gr&scaron;čine, latin&scaron;čine in hebrej&scaron;čine. Prevedel <em>Platonova zbrana dela</em>, sodeloval pa je tudi pri standardnem slovenskem prevodu <em>Svetega pisma</em>. Njegova dela so prevedena v angle&scaron;čino, če&scaron;čino, ru&scaron;čino in druge jezike.&nbsp;Za svoja dela je prejel Rožančevo in Sovretovo nagrado ter nagrado Pre&scaron;ernovega sklada."
Tvoj nakupovalni voziček,David Bedrač,131,poezija,"David Bedrač (1978, Ptuj) je pesnik, pisatelj, doktor literarnih ved, profesor sloven&scaron;čine in literarni mentor. Objavil je sedem pesni&scaron;kih zbirk za odrasle in tri za otroke. Objavil je tudi dva priročnika o pesnjenju in zbirko kratkih zgodb. Pi&scaron;e literarno kritiko in članke s področja literature in kulture. Vodi literarne delavnice in je mentor &scaron;tevilnim, danes uveljavljenim mladim avtorjem po vsej Sloveniji."
Dnevnik vrnitve v rojstno deželo in izbrane pesmi,Aimé Césaire,128,poezija,"Aim&eacute; C&eacute;saire (1913 -; 2008) se je rodil v Basse-Pointu na otoku Martinique. Njegov <em>Dnevnik vrnitve v rodno deželo</em> (&Scaron;tudentska založba) je temeljno delo črnske poezije, pisane v franco&scaron;čini. C&eacute;saire je napisal &scaron;e &scaron;est pesni&scaron;kih zbirk in &scaron;tiri poetične igre. Poleg literarne je ubral tudi politično pot; bil je član komunistične partije Francije, poslanec v francoski ljudski skup&scaron;čini in nekaj časa župan Fort-de-Francea."
Lahkoda,Milan Jesih,131,poezija,"Milan Jesih&nbsp;(1950) je predvsem pesnik, kot avtor in prevajalec pa je izredno dejaven v svetu gledali&scaron;ča in radia. Objavil je petnajst pesni&scaron;kih zbirk, uprizorjenih je bilo več kot dvajset njegovih iger in predvajanih podobno &scaron;tevilo radijskih iger. Prevajal je temeljna dela svetovne književnosti (Shakespeara, Čehova, Gogolja, Bablja, Kleista idr.). Za svoje pesmi je prejel vse pomembnej&scaron;e literarne nagrade, med njimi Jenkovo, Veronikino in Pre&scaron;ernovo."
Sprehajalec ptic,Denis Škofič,82,poezija,"Denis &Scaron;kofič (1985, Murska Sobota) je diplomiral na Filozofski fakulteti Univerze v Mariboru. Bil je urednik za prozo in literarno kritiko pri &scaron;tudentski reviji <em>Liter</em> <em>jezika,</em> v kateri je tudi objavljal poezijo, prozo in esejistično-kriti&scaron;ka besedila. Kritike objavlja tudi v <em>Večeru</em> in reviji<em> Jezik in slovstvo</em>. Kot pesnik je doslej zabeležil nekaj revijalnih in radijskih objav<em> (Dialogi, Lirikon, Liter jezika, Literarni nokturno)</em>, bil pa je tudi finalist pesni&scaron;kega turnirja."
Nismo nedolžni,Bei Dao,152,poezija,"Bei Dao (1949, umetni&scaron;ko ime, ki pomeni Severni otok) je brez dvoma eden najbolj vplivnih in globalno prepoznanih kitajskih pisateljev, ikona žive sodobne kitajske poezije. V sedemdesetih in osemdesetih je bil eden osrednjih predstavnikov t. i. &raquo;meglenih pesnikov&laquo;, tedanjega avantgardnega gibanja, znanega po temni, pogosto prefinjeno zabrisani rabi jezika, ki je predstavljala velik odmik od &raquo;uradnih&laquo; pesni&scaron;kih konceptov maoistične Kitajske. Leta 1978 je bil soustanovitelj revije <em>Jintian </em>(<em>Danes</em>), ki je bila kasneje prepovedana. Med letoma 1989 in 2006 je živel v eksilu. Po reformah se je vrnil v Hongkong, kjer trenutno živi in poučuje na Kitajski univerzi v Hongkongu. Njegove pesmi slovijo po izvirnosti, strogi jezikovni ureditvi in eleganci. Ameri&scaron;ki pesnik Robert Haas je o Bei Dau zapisal: &raquo;Ob branju njegovih pesmi čutimo, kako sledijo pulziranju zavesti.&laquo; Je prejemnik &scaron;tevilnih uglednih mednarodnih nagrad, kot so Tucholsky Prize &scaron;vedskega PEN, International Poetry Argana Award, zlati venec Stru&scaron;kih večerov poezije v Makedoniji. Je častni član American Academy of Arts and Letters. Pi&scaron;e tudi dela za otroke, eseje in prozo.&nbsp;<br />
Njegove knjige so bila objavljene v več kot 30 jezikih, v sloven&scaron;čini pa ga s to knjižno izdajo prebiramo prvič."
Če,Eugenijus Ališanka,192,poezija,"Eden najpomembnej&scaron;ih in največkrat prevajanih sodobnih litovskih pesnikov Eugenijus Ali&scaron;anka (1960) se je rodil v Sibiriji, v Barnaulu, kamor so bili izgnani njegovi star&scaron;i. Po vrnitvi družine v domovino je odra&scaron;čal v Vilni, kjer je &scaron;tudiral matematiko, po končanem &scaron;tudiju pa se je zaposlil na In&scaron;titutu za kulturo in umetnost. Kot pesnik je debitiral z zbirko Lygiadienis (Enakonočje, 1991), za katero je prejel nagrado Zigmasa Gėlė za najobetavnej&scaron;i pesni&scaron;ki prvenec. Za svojo zadnjo zbirko Stuburo tik punktyrai (Samo črtkane črte hrbtenice, 2016) je prejel nagrado Jotvingov za najbolj&scaron;o knjigo leta. Ali&scaron;anka pogosto potuje, se udeležuje pisateljskih rezidenc v tujini ter sodeluje na dogodkih in festivalih. Objavil je tudi več zbirk esejev, med drugim zbirko potopisnih esejev Baltski Jadran (Baltische Adria, 2010), ki je nastala v sodelovanju z Ale&scaron;em Debeljakom."
Oblak in gora,Ivo Svetina,160,poezija,"Ivo Svetina (1948, Ljubljana) je eden pomembnej&scaron;ih slovenskih pesnikov in dramatikov. Izdal je že skoraj dvajsetih pesni&scaron;kih zbirk, pi&scaron;e pa tudi dramska dela, esejistiko, literaturo za otroke in prevaja. Prejel je več Grumovih nagrad za dramska besedila, Veronikino nagrado za pesni&scaron;ko zbirko <em>Lesbos</em> (2005), zlato ptico za zbirko <em>Botticelli</em> (1976) in nagrado Pre&scaron;ernovega sklada za zbirko <em>Peti rokopisi</em> (1987)."
Da bi prst ostala čista,Jan F. Jarc,79,poezija,"Jan F. Jarc (1965, Ljubljana) je pesnik in ekonomist. Zbirka <em>Da bi prst ostala čista</em> je njegov literarni prvenec."
To noč bom terjal od tebe tvojo dušo,Miklavž Komelj,200,poezija,"Miklavž Komelj (1973) je doslej objavil 16 knjig poezije (Luč delfina, Jantar časa, Rosa, Hipodrom, Nenaslovljiva imena, Modra obleka, Roke v dežju, Noč je abstraktnej&scaron;a kot N, Minima impossibilia, Liebestod, 11, Stigmatizacija, Goreča knjiga, Pred nevidnim, Med, Da in Ne), tri knjige kratke proze (Sovjetska knjiga, Larvae, Prva kresnica), roman Skrij me, sneg, dramsko pesnitev Ni mogoče čakati zaman in knjigo slik z istim naslovom, znanstveno monografijo Kako misliti partizansko umetnost?, razpravo Jugoslovanski nadrealisti danes in tukaj, zbirki Nujnost poezije in Hierarhija ter &scaron;e nekaj manj&scaron;ih knjižnih del in več prevodov. Pri založbi Beletrina je v njegovem prevodu iz&scaron;el Njego&scaron;ev Gorski venec, v njegovi redakciji pa Zbrane pesmi Jureta Detele in Planetarium Vojka Gorjana."
Jagababa,Dane Zajc,111,poezija,"Dane Zajc (1929-;2005) je bil pesnik, dramatik, esejist in knjižničar, klasik slovenske in evropske književnosti. Njegov opus obsega osem izvirnih knjig pesmi ter sedem dram za odrasle. Za svoje ustvarjanje je prejel več nagrad, med njimi nagrado Pre&scaron;ernovega sklada, Pre&scaron;ernovo in dve Grumovi nagradi ter Fullbrightovo &scaron;tipendijo za priznanega umetnika."
Ustje jezika,Hadžem Hajdarević,114,poezija,"Hadžem Hajdarević (1956, Foča blizu Kru&scaron;evega, Bosna in Hercegovina) je zaposlen kot vi&scaron;ji sodelavec na in&scaron;titutu za jezik na Filozofski fakulteti v Sarajevu."
Nasledstvo,Uroš Zupan,68,poezija,"Uro&scaron; Zupan (1963, Trbovlje) je pesnik, esejist, prevajalec, urednik in mentor na pesni&scaron;kih delavnicah. Njegova pesni&scaron;ka dela so prevedena v &scaron;tevilne evropske jezike. Njegov pesni&scaron;ki prvenec <em>Sutre</em> iz leta 1991 velja za enega najodmevnej&scaron;ih v zadnjih desetletjih, za svoja dela je prejel več nagrad. Najuglednje&scaron;i sta nagrada Pre&scaron;ernovega sklada leta 1996 in nagrada Huberta Burde leta 1999."
Pesem sem,Aleš Šteger,168,poezija,"Ale&scaron; &Scaron;teger (1973) je pesnik, pisatelj, urednik in pobudnik &scaron;tevilnih knjižnih in kulturnih pobud. Z več kot &scaron;estdeset prevedenimi izvirnimi knjigami v več kot dvajset jezikov in &scaron;tevilnimi uvrstitvami v mednarodne antologije je eden mednarodno najbolj prepoznavnih slovenskih avtorjev. Objavlja v mednarodno uglednih časopisih in revijah, kot so The New Yorker, Boston Review, Neue Z&uuml;rcher Zeitung, Lettre International. Njegovo ustvarjanje pogosto sega prek literarnih mej k drugim umetnostim, npr. slikarstvu, arhitekturi, glasbi, scenaristiki; tudi Na kraju zapisano je nastajalo na preseku različnih umetni&scaron;kih in družbenih praks. Je prejemnik slovenskih in mednarodnih nagrad, med njimi prestižne nagrade Horsta Bieneka (2016), ki jo za pesni&scaron;ki opus podeljuje Bavarska akademija lepih umetnosti,&nbsp;leta 2017 je postal redni član Nem&scaron;ke akademije za jezik in pesni&scaron;tvo, leta 2021 pa je prejel Pretnarjevo nagrado festivala Lirikonfest in nagrado Alfreda Kolleritscha mesta Gradec.&nbsp;"
